Title,CompanyName,CompanyIndustry,CompanySize,VolunteerExperience,VolunteerEducation,CompanyLocation,CompanyPayment,CompanyWorktype,EmploymentType,Benefits,Link
CNC선반 조작원 구인합니다. ,유원하이테크(주)2공장,자동차 및 트레일러 제조업,,관계없음,학력무관,경상북도   경주시  현곡면 용담로 821-45,"월급
                  
                    
                      220만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 350만원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    통근버스제공
                    차량유지비제공
                    
                    
                      식사제공(2식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K141122402230023&rtnTarget=list6
CNC선반조작원(NC선반조작원) 인원 모집 ,유원하이테크(주),자동차 및 트레일러 제조업,중소기업,관계없음,학력무관,경상북도   경주시  현곡면 용담로 821-45,"월급
                  
                    
                      220만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 350만원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    통근버스제공
                    차량유지비제공
                    
                    
                      식사제공(2식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K141122402230021&rtnTarget=list7
타공업무 담당 직원 채용 ,동일타공,그 외 기타 달리 분류되지 않은 제품 제조업,중소기업,관계없음,학력무관,"경기도   시흥시  마유로118번길 69, 3라616-1호","월급
                  
                    
                      260만원
                    
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKO002402230005&rtnTarget=list8
[KGM] 필터 원단 생산 공장-현장 생산직 모집(신입가능/경력우대) ,주식회사케이지엠,기타 직물제품 제조업,중소기업,신입,학력무관,충청남도   공주시  유구읍 유구외곽로 236-103,"연봉
                  
                    
                      2,500만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K170062402230007&rtnTarget=list9
한국산업인력공단 외국인력상담센터 센터장 모집 ,(주)휴넥트,그 외 기타 분류 안된 사업지원 서비스업,중견기업,관계없음,대졸(2~3년) ~ 박사,"경기도   안산시  단원구 고잔2길 16, 에머랄드 빌딩 3층 (고잔동)","연봉
                  
                    
                      4,000만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K130042402230027&rtnTarget=list10
"직업소개소,직업상담사및 사회복지사(영업관리포함) ",주식회사 아워랜드일터,산업생산시설 종합건설업,,관계없음,학력무관,"광주광역시   북구  경열로 204, 5층 (유동, 도남빌딩)","월급
                  
                    
                      210만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 500만원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K160012402230020&rtnTarget=list1
대형버스 승무원 모집 ,주식회사대한민국여행사,전세버스 운송업,중소기업,관계없음,학력무관,경기도   김포시  통진읍 서암로 348,"월급
                  
                    
                      200만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 350만원",주 6일 근무,기간의 정함이 없는 근로계약(시간(선택)제),,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151222402230015&rtnTarget=list2
고속도로 포장 현장직 근로자 모집 ,(주)길림건설,종합 건설업,중소기업,신입,학력무관,"경상남도   김해시  번화2로 6, A동 403호 (삼문동, 아쿠아트윈)","월급
                  
                    
                      220만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 400만원",주 5일 근무,기간의 정함이 있는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(2식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131312402230015&rtnTarget=list3
(주)풍림푸드 협력(도급)업체로 생산직(포장분야) 사원 모집(H2비자채용) ,우길산업,기타 식사용 가공처리 조리식품 제조업,,관계없음,학력무관,"충청북도   진천군  이월면 궁동길 51-21, (주)풍림푸드 사업장 내","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 5일 근무,기간의 정함이 없는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(2식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171112402230011&rtnTarget=list4
생산직 모집 ,케이에스기업,그 외 기타 분류 안된 금속 가공 제품 제조업,,신입,학력무관,충청북도   청주시  청원구 북이면 용계내추로 131,"월급
                  
                    
                      250만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 260만원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171112402230006&rtnTarget=list5
[어썸엔터테인먼트] 국내 외국인 콘텐츠 유튜브 채널 제작 경력직 PD 모집 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=46435576&rtnTarget=list6&pageIndex=72&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@2b15b343&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
[구독자 117만] 해외권 유튜브 채널 영어 PD 모집 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=46435516&rtnTarget=list7&pageIndex=72&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@2b15b343&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
[충남 아산] 폐기물 단순분류/상여200프로/3식제공 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CIN&iorgGbcd=CIN&callPage=detail&wantedAuthNo=2402230005619&rtnTarget=list8&pageIndex=72&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@2b15b343&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
"음향·조명·영사, IT기술지원 외 경력 채용 ",,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CIN&iorgGbcd=CIN&callPage=detail&wantedAuthNo=2402230001549&rtnTarget=list9&pageIndex=72&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@2b15b343&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
"전국 쿠팡퀵플렉스 평균급여 월 500만이상 높은소득 / 주간 / 야간 배송기사모집 / 소화물위주/ 초보가능 / 동반근무가능 / 집하,분류X / 외국인가능F5,F6 ",,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=46430647&rtnTarget=list10&pageIndex=72&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@2b15b343&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
CNC/MCT 자동차부품 생산 가공 모집 ,알이씨(주),그 외 자동차용 신품 부품 제조업,중소기업,관계없음,학력무관,광주광역시   광산구  평동산단로 285,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K160042402220046&rtnTarget=list1
생산직(외국인우대) ,(주) 청연,자동차 차체용 신품 부품 제조업,중소기업,관계없음,학력무관,전북특별자치도   군산시  자유로 15-32  (소룡동),"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K161322402220030&rtnTarget=list2
생산직모집(외국인우대) ,주식회사대정,자동차 차체용 신품 부품 제조업,중소기업,관계없음,학력무관,전북특별자치도   군산시  자유로 15-15  (소룡동),"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K161322402220028&rtnTarget=list3
인사.총무(경영지원) 경력 채용(이직률 낮은분 선호) ,더스코와이어주식회사,그 외 기타 1차 철강 제조업,중소기업,"경력
	                 	
	                 	   (최소 2년 0 개월 이상)
	                  	
                  필수",학력무관,충청남도   천안시  동남구 성남면 대흥1길 173-130,"연봉
                  
                    
                      3,500만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    통근버스제공
                    
                    교육비제공
                    
                    자녀학자금지원
                    주택자금지원",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K172112402220063&rtnTarget=list4
생산직- 바렐 연마 조작원 모집 (초보자 가능) ,(주)일화금속,그 외 기타 금속가공업,중소기업,관계없음,학력무관,인천광역시   서구  북항로193번길 13  (원창동),"월급
                  
                    
                      250만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"차량유지비제공
                    
                    
                      식사제공(2식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K150122402220046&rtnTarget=list5
현대직물 경력 무관 합니다!! ,현대직물,특수사 및 코드직물 제조업,중소기업,관계없음,학력무관,경기도   양주시  청담로 162,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 10,000원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151582402220008&rtnTarget=list6
"절곡기사모집(절곡기사/판넬 후레싱/연봉 5,000만원) ",케이에스기업,그 외 기타 분류 안된 금속 가공 제품 제조업,,"경력
	                 	
	                 	   (최소 1년 0 개월 이상)
	                  	
                  
                  우대",학력무관,충청북도   청주시  청원구 북이면 용계내추로 131,"월급
                  
                    
                      380만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 420만원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171112402220044&rtnTarget=list7
생산직사원모집 ,주식회사엠알온,"플라스틱 포대, 봉투 및 유사제품 제조업",중소기업,관계없음,학력무관,"경기도   화성시  서신면 화남공단로 110, 2층","월급
                  
                    
                      250만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 300만원",주 5일 근무,기간의 정함이 없는 근로계약,"차량유지비제공
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152402220086&rtnTarget=list8
"연구개발부문 경력직 모집 (하드웨어, R/F, 펨웨어 개발자) ",주식회사모든다해,음ㆍ식료품 및 담배 가공기계 제조업,중소기업,"경력
	                 	
	                 	   (최소 5년 0 개월 이상)
	                  	
                  
                  우대",학력무관,"경기도   광명시  하안로 60, 광명테크노파크 D동 1110호 (소하동)","연봉
                  
                    
                      4,000만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 4,200만원",주 5일 근무,기간의 정함이 없는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(중식비지급)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151322402220011&rtnTarget=list9
"하삼동커피 안산원곡점 홀청소,주방보조 주5일 직원 구합니다. ",하삼동커피 안산원곡점,커피 전문점,,관계없음,학력무관,"경기도   안산시  단원구 원곡로 41, 하삼동커피 안산원곡점 (원곡동)","월급
                  
                    
                      220만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 225만원",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151422402220027&rtnTarget=list10
2024년도 복권기금 아동청소년 야간보호교사 채용 공고 ,사단법인 희망365,아동 및 부녀자 거주 복지시설 운영업,기타,관계없음,고졸 ~ 대졸(2~3년),경기도   안산시  단원구 신천로2길 9-9  (원곡동),"월급
                  
                    
                      165만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 165만원",주 5일 근무,기간의 정함이 있는 근로계약(시간(선택)제),식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151422402220026&rtnTarget=list1
중부지방고용노동청 공무직근로자(고용허가제 다국어상담원) 채용 공고(중부청) ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/list/retriveEnEmpDtlView.do?easyWantedRegNo=391834&recordCountPerPage=10&schCoType=noCom&schDisp=EMPN
[어썸엔터테인먼트] 유튜브 채널 영상 편집자 모집 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=46425529&rtnTarget=list3&pageIndex=74&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@f8421fbb&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
다이마루 직조원 ,성원니트제2공장,면직물 직조업,,신입,학력무관,경기도   양주시  천보산로 118-10  (회암동),"월급
                  
                    
                      240만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(중식비지급),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151582402210040&rtnTarget=list4
컴퓨터의자 미싱사 재봉사 구함 (외국인가능) ,토이퍼니처,기타 목재가구 제조업,중소기업,관계없음,학력무관,경기도   안산시  단원구 신원로 19  (신길동),"월급
                  
                    
                      206만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 230만원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151422402210080&rtnTarget=list5
경영지원부(인사/총무업무) 신입/경력 채용 ,주식회사그린씨알피,기타 인쇄업,중소기업,"경력
	                 	
	                 	   (최소 2년 0 개월 이상)
	                  	
                  
                  우대",고졸 ~ 대졸(4년),경기도   안성시  고삼면 군내길 22-65,"연봉
                  
                    
                      2,800만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(2식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151722402210037&rtnTarget=list6
"육류제품 단순 계량 포장업무 직업 모집(신입, 초보 가능) ",주식회사엠제이코리아,임시 및 일용 인력 공급업,중소기업,관계없음,학력무관,"경기도   김포시  양촌읍 황금로273번길 7, -","연봉
                  
                    
                      3,690만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 3,690만원",주 5일 근무,기간의 정함이 있는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKI002402210009&rtnTarget=list7
냉동만두 주야2교대 생산직 모집 ,나래식품(주),기타 식사용 가공처리 조리식품 제조업,중소기업,관계없음,학력무관,전라북도   임실군  관촌면 춘향로 3270,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJPK002402210002&rtnTarget=list8
"탱크로리 용접사(AL,SUS) 하청팀 및 경력자 모집합니다. ",신흥정공(주),차체 및 특장차 제조업,중소기업,"경력
	                 	
	                 	   (최소 1년 0 개월 이상)
	                  	
                  필수",학력무관,경기도   평택시  포승읍 포승공단로 104,"월급
                  
                    
                      270만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 350만원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151712402210035&rtnTarget=list9
경영지원팀 경리 사무원 모집 (사무직/정규직) ,（주）라미롤산업,그 외 기타 플라스틱 제품 제조업,중소기업,"경력
	                 	
	                 	   (최소 0년 6 개월 이상)
	                  	
                  
                  우대",학력무관,충청북도   진천군  이월면 이덕로 391,"연봉
                  
                    
                      3,200만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    차량유지비제공
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171112402210052&rtnTarget=list10
플라스틱 사출성형기 조작원 모집 ,산돌프라스틱공업주식회사,고무 및 플라스틱제품 제조업,중소기업,신입,학력무관,"경기도   화성시  봉담읍 마당바위로 178-6, 산돌프라스틱공업(주)","월급
                  
                    
                      206만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,기숙사제공,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152402210030&rtnTarget=list1
"중장비 유압파이프 생산직(포장,도장 준비작업) 수시 채용의 건 ",(주)월드튜브,그 외 자동차용 신품 부품 제조업,중소기업,관계없음,학력무관,경상남도   김해시  진례면 고모로 739,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    통근버스제공",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131312402210027&rtnTarget=list2
홀써빙 구함_경력자 우대 ,한근집,한식 일반 음식점업,,관계없음,고졸,"경기도   남양주시  와부읍 경강로 890, .","월급
                  
                    
                      300만원
                    
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,식사제공(3식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151572402210016&rtnTarget=list3
제조관련 단순노무직 ,(주)동산스틸,철강선 제조업,중소기업,관계없음,학력무관,경기도   화성시  팔탄면 석포로74번길 10-32,"월급
                  
                    
                      240만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152402210017&rtnTarget=list4
주방보조 구함_경력자 우대 ,한근집,한식 일반 음식점업,,관계없음,고졸,"경기도   남양주시  와부읍 경강로 890, .","월급
                  
                    
                      300만원
                    
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,식사제공(3식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151572402210015&rtnTarget=list5
(주)엘시시 생산직 오퍼레이터 사원 모집 (*음성고용센터 채용대행) ,주식회사엘시시(LCC),기타 화학제품 제조업,중소기업,관계없음,학력무관,충청북도   음성군  대소면 삼양로 738-13,"월급
                  
                    
                      206만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(2식)
                    
                    자녀학자금지원",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171252402210001&rtnTarget=list6
자동차부품 생산식 사원모집 (주야 2교대) ,(주)나우산업,알루미늄주물 주조업,중소기업,관계없음,학력무관,"경상남도   김해시  주촌면 골든루트로129번길 90, (주)나우산업","시급
                  
                    
                    
                      
                      10,195원
                    
                  
                  
                  
                    
                      
                      
                        ~ 10,195원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131312402210001&rtnTarget=list7
[외국인 전문 통신회사] 우즈베키스탄/몽골/러시아/중국 시장 마케팅 및 고객관리 업무 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=46418337&rtnTarget=list8&pageIndex=75&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@922c7227&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
[어썸엔터테인먼트] 블록체인(암호화폐) 유튜브 채널 기자 모집 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=46416590&rtnTarget=list9&pageIndex=75&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@922c7227&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
주.야 2교대 자동차부품 사출회사 경력자 모집합니다(외국인가능 베트남분3명있음) ,아진테크,자동차 차체용 신품 부품 제조업,,"경력
	                 	
	                 	   (최소 1년 0 개월 이상)
	                  	
                  
                  우대",학력무관,경상남도   김해시  김해대로2694번길 13-34  (지내동),"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131312402200119&rtnTarget=list10
"생산부 직원 모집(폴딩도어&삼연동)/장애인,외국인지원가능 ",주식회사티에스도어,"금속 문, 창, 셔터 및 관련제품 제조업",중소기업,관계없음,학력무관,경기도   화성시  비봉면 현대기아로 771-4,"연봉
                  
                    
                      2,500만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 3,400만원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152402200162&rtnTarget=list1
