JobTitle,JobVolunteerExperience,RequiredExperienceMonths,PreferredExperienceMonths,JobVolunteerEducation,WeeklyWorkdays,Workdays,JobPayment,MinMonthlyPayment,MaxMonthlyPayment,JobContractType,JobBenefits,CompanyName,CompanyIndustry,CompanySize,CompanyLocation
주방보조 구함_경력자 우대 ,관계없음,,,고졸,주 6일 근무,6,월급 300만원 이상,3000000.0,,기간 무정함,식사제공(3식),한근집,한식 일반 음식점업,,"경기도   남양주시  와부읍 경강로 890, ."
(주)엘시시 생산직 오퍼레이터 사원 모집 (*음성고용센터 채용대행) ,관계없음,,,학력무관,주 5일 근무,5,월급 206만원 이상,2060000.0,,기간 무정함,통근버스제공 식사제공(2식) 자녀학자금지원,주식회사엘시시(LCC),기타 화학제품 제조업,중소기업,충청북도   음성군  대소면 삼양로 738-13
자동차부품 생산식 사원모집 (주야 2교대) ,관계없음,,,학력무관,주 5일 근무,5,"시급 10,195원 ~ 10,195원",1631200.0,1631200.0,기간 무정함,식사제공(1식),(주)나우산업,알루미늄주물 주조업,중소기업,"경상남도   김해시  주촌면 골든루트로129번길 90, (주)나우산업"
[외국인 전문 통신회사] 우즈베키스탄/몽골/러시아/중국 시장 마케팅 및 고객관리 업무 ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
[어썸엔터테인먼트] 블록체인(암호화폐) 유튜브 채널 기자 모집 ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
주.야 2교대 자동차부품 사출회사 경력자 모집합니다(외국인가능 베트남분3명있음) ,경력 (최소 1년 0 개월 이상) 우대,,12,학력무관,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,식사제공(1식),아진테크,자동차 차체용 신품 부품 제조업,,경상남도   김해시  김해대로2694번길 13-34  (지내동)
"생산부 직원 모집(폴딩도어&삼연동)/장애인,외국인지원가능 ",관계없음,,,학력무관,주 5일 근무,5,"연봉 2,500만원 ~ 3,400만원",2083333.0,2833333.0,기간 무정함,기숙사제공 식사제공(1식),주식회사티에스도어,"금속 문, 창, 셔터 및 관련제품 제조업",중소기업,경기도   화성시  비봉면 현대기아로 771-4
경리사무직원 ,경력 (최소 1년 0 개월 이상) 필수,12,,학력무관,주 5일 근무,5,월급 250만원 이상,2500000.0,,기간 무정함,식사제공(1식),미르축산,육류 포장육 및 냉동육 가공업 (가금류 제외),,"경기도   광명시  자경로61번길 13  (일직동, ,30-5)"
[외국계/핀테크] 인사팀 채용담당자 채용 ,경력 (최소 2년 0 개월 이상) 필수,24,,학력무관,주 5일 근무,5,월급 300만원 이상,3000000.0,,기간 무정함,,주식회사 글로벌머니익스프레스,기타 금융업,중소기업,"서울특별시   영등포구  영등포로 150, B동 9층 901호~911호 (당산동1가, 생각공장 당산)"
"경리,총무 ",경력 (최소 3년 0 개월 이상) 필수,36,,고졸 ~ 대졸(4년),주 5일 근무,5,"연봉 4,500만원 이상",3750000.0,,기간 무정함,식사제공(1식),이에이치인더스트리(주),기타 플라스틱 발포 성형제품 제조업,중소기업,충청북도   음성군  금왕읍 유촌산단1길 36
식품제조업 경리.회계(ERP가능자) 경력직원을 모집합니다. ,경력 (최소 3년 0 개월 이상) 필수,36,,학력무관,주 5일 근무,5,"연봉 3,000만원 이상",2500000.0,,기간 무정함,식사제공(1식),농업회사법인(유)굿푸드,기타 식사용 가공처리 조리식품 제조업,중소기업,경기도   양주시  은현면 운하로101번길 198-99
[부안/참프레/물류팀] 참프레 물류팀 주.야 교대근무자 채용 ,관계없음,,,학력무관,주 6일 근무,6,월급 270만원 ~ 300만원,2700000.0,3000000.0,기간 무정함,식사제공(1식),주식회사 서림에프엔씨,가금류 가공 및 저장 처리업,,전라북도   부안군  행안면 옥여길 32-29  (참프레 부안공장)
"스마트팜 버섯배지, 버섯생산 직원모집 ",관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,기숙사제공,농업회사법인 주식회사 지엘팜,기타 시설작물 재배업,중소기업,전라북도   익산시  성당면 간지평길 400
선원 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 정함,식사제공(3식),제1창양호,어업,중소기업,경상북도   포항시  북구 해안로 505-3  (여남동)
cnc 선반 직원 모집/신입 ,신입,,,학력무관,주 5일 근무,5,"연봉 3,500만원 이상",2916666.0,,기간 무정함,식사제공(2식),주식회사 원호정공,절삭가공 및 유사처리업,중소기업,경기도   시흥시  옥구천동로 72-2  (정왕동)
제조 관련 단순종사원 생산직 모집공고 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,기숙사제공 식사제공(1식),(주)와이제이,암면 및 유사제품 제조업,중소기업,"경기도   안산시  단원구 진흥로10번안길 5,  시화공단5바708호 (성곡동)"
제품 내포장 및 생산업무 구인합니다. ,관계없음,,,학력무관,주 5일 근무,5,월급 210만원 이상,2100000.0,,기간 무정함,식사제공(1식),주식회사 농업회사법인 선우한우,그 외 기타 식료품 제조업,중소기업,경기도   하남시  서하남로47번길 254-16  (감북동)
굴삭기용 크라샤 장비 수리용접 모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 300만원 이상,3000000.0,,기간 무정함,차량유지비제공 식사제공(1식),주식회사 이에이중공업,건설 및 채광용 기계장비 제조업,,경기도   시흥시  신현로 355-29  (방산동)
인사총무 사무원 모집 ,경력 (최소 1년 0 개월 이상) 필수,12,,고졸 ~ 대졸(4년),주 5일 근무,5,"연봉 3,000만원 이상",2500000.0,,기간 무정함,기숙사제공 차량유지비제공 식사제공(1식),주식회사선진파워텍,반도체 제조용 기계 제조업,중소기업,경기도   평택시  진위면 마산6로 158  (일반산업단지10블록A5-6로트)
관광마케팅(마케팅) 대리급 모집 ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
한국방문의해 캠페인 사업(홍보팀) 팀장급 모집 ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
[어썸엔터테인먼트] 채널 콘텐츠 제작 PD 모집 ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
"쿠팡퀵플렉스 배송직 높은소득가능 월 500/600 이상 / 주간 / 야간배송기사모집 / 소화물위주/ 초보가능 / 집하,분류X 배송만 / 외국인가능F5,F6 ",관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
"쿠팡퀵플렉스 일하는만큼 높은연봉가능 / 주간 / 야간 배송기사모집 / 소화물위주/ 초보가능 / 동반근무가능 / 집하,분류X / 외국인가능F5,F6 ",관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
"사후면세점 판매사무원 정규직 채용(캄보디아, 필리핀, 인도네시아, 말레이시아) ",관계없음,,,학력무관,주 6일 근무,6,월급 210만원 이상,2100000.0,,기간 무정함,식사제공(중식비지급),청하고려인삼(주),"기념품, 관광 민예품 및 장식용품 소매업",중소기업,"서울특별시   종로구  자하문로 280, 청하고려인삼(주)"
식품분야(단무지/무쌈) 단순생산직 채용 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 통근버스제공 식사제공(1식),주식회사으뜸엘엔에스,과실 및 그 외 채소 절임식품 제조업,중소기업,충청남도   천안시  동남구 수신면 장산서길 167
가구제조업 - 단순조립 및 포장직 모집(침대 생산직 매트리스 생산직) ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,000만원 ~ 3,200만원",2500000.0,2666666.0,기간 무정함,기숙사제공 식사제공(3식),주식회사대영디자인,기타 목재가구 제조업,중소기업,경기도   광주시  곤지암읍 열미길 139-10
그라비아 인쇄 단순생산직(포장) 모집 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,000만원 ~ 3,500만원",2500000.0,2916666.0,기간 무정함,기숙사제공 식사제공(2식),(주)피엔씨코리아,기타 인쇄업,중소기업,경기도   화성시  서신면 화성로 68-44
알루미늄 용해/주조 생산직 모집 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 4,000만원 이상",3333333.0,,기간 무정함,식사제공(2식),유진금속공업(주),자동차 엔진용 신품 부품 제조업,중소기업,"경상남도   김해시  주촌면 골든루트로129번길 156, 유진금속공업(주)"
"기계설계(캐드, 3D.전기도면) ",관계없음,,,학력무관,주 5일 근무,5,"연봉 3,000만원 ~ 4,000만원",2500000.0,3333333.0,기간 무정함,차량유지비제공 교육비제공 식사제공(1식),라인호주식회사,일반 목적용 기계 제조업,중소기업,전라남도   순천시  해룡면 율촌산단1로 19-89
"품질관리원 채용( 생산품질관리, 검수 분야,용접구조물 및 비파괴검사) ",관계없음,,,학력무관,주 5일 근무,5,"연봉 3,000만원 ~ 4,000만원",2500000.0,3333333.0,기간 무정함,차량유지비제공 교육비제공 식사제공(1식),라인호주식회사,일반 목적용 기계 제조업,중소기업,전라남도   순천시  해룡면 율촌산단1로 19-89
"배관원, 조공 모집(초보자 가능) ",신입,,,학력무관,주 6일 근무,6,"일급 145,000원 ~ 150,000원",2900000.0,3000000.0,기간 무정함,식사제공(1식),（유）신우이엔지,건설업본사,중소기업,전라북도   전주시  완산구 원효자길 31  (효자동2가)
쉬운단순업무/천안직산/보건증O/통근O] 아이스크림과자 생산 포장 모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 240만원 ~ 320만원,2400000.0,3200000.0,기간 무정함,통근버스제공 식사제공(2식),(주)북두시스템,사업시설 유지ㆍ관리 서비스업,중소기업,"충청남도   천안시  서북구 직산읍 상덕로 370, (구 동광실업)"
"화장품 판매사원을 모집합니다.(태국,대만,베트남어 능통자 우대) ",관계없음,,,학력무관,주 6일 근무,6,월급 210만원 이상,2100000.0,,기간 무정함,,（주）더블유서울,"기념품, 관광 민예품 및 장식용품 소매업",중소기업,서울특별시   서대문구  모래내로 235 102  (남가좌동)
건축현장 단순근로자 모집 ,관계없음,,,학력무관,주 5일 근무,5,"일급 130,000원 이상",2600000.0,,기간 무정함,기숙사제공 식사제공(1식),AK테라스,그 외 기타 건축 마무리 공사업,중소기업,경기도   안성시  양성면 한내로 248
농업단순노무자 모집 ,관계없음,,,학력무관,주 6일 근무,6,"시급 9,860원 이상",1577600.0,,기간 무정함,,가람농장,"채소, 화훼 및 과실작물 시설 재배업",,경기도   이천시  진상미로 2157  (고담동)
생산직사원모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,식사제공(1식),피엔테크,그 외 기타 달리 분류되지 않은 제품 제조업,중소기업,경상북도   김천시  남면 주천로 1591
유리 복층공장관리자 구합니다 ,경력 (최소 1년 0 개월 이상) 우대,,12,고졸 ~ 대졸(4년),주 5일 근무,5,월급 210만원 ~ 210만원,2100000.0,2100000.0,기간 무정함,식사제공(3식),대성복층유리(주),"1차 유리제품, 유리섬유 및 광학용 유리 제조업",중소기업,"충청북도   음성군  대소면 소석로 151 0, 대성복층유리(주)"
쇼핑백 제조 생산직 모집(외국인 가능) ,관계없음,,,학력무관,주 5일 근무,5,월급 230만원 이상,2300000.0,,기간 무정함,식사제공(1식),더 빅( THE BIC),종이 포대 및 가방 제조업,중소기업,"경기도   고양시  일산동구 장항로225번길 238, 더빅"
[직산] 플라스틱 포장 용기 제조 회사 포장 사원 모집 ,신입,,,학력무관,주 5일 근무,5,월급 350만원 ~ 380만원,3500000.0,3800000.0,기간 무정함,식사제공(1식),주식회사위드잡에스알지점,그 외 기타 플라스틱 제품 제조업,,"충청남도   천안시  서북구 직산읍 봉주로 293, 위드잡 (SR테크노팩)"
현장직원 모집-플라스틱 생산 ,신입,,,학력무관,주 5일 근무,5,월급 206만원 이상,2060000.0,,기간 무정함,기숙사제공 통근버스제공 식사제공(1식),（주）광호,포장용 플라스틱 성형용기 제조업,,"경기도   광주시  마루들길 259-9, 주식회사 광호 (양벌동)"
진안 (주)승오우드 생산 및 품질 검사 사원 모집합니다.(외국인 +내국인) ,관계없음,,,학력무관,주 5일 근무,5,월급 260만원 이상,2600000.0,,기간 무정함,기숙사제공 식사제공(중식비지급),(주) 승오우드,표면 가공 목재 및 특정 목적용 제재목 제조업,중소기업,"전북특별자치도   진안군  진안읍 홍삼한방로 9-18, 1층"
"자동차부품, 전자부품 품질관라 인재 모집합니다.(신입/경력) ",관계없음,,,대졸(2~3년) ~ 대졸(4년),주 5일 근무,5,"연봉 3,000만원 ~ 3,600만원",2500000.0,3000000.0,기간 무정함,식사제공(중식비지급),패러데이주식회사,기타 전기 변환장치 제조업,중소기업,인천광역시   부평구  부평대로 283  (청천동)
[자동차부품] 자동화 로봇 오퍼레이터 채용공고 - 고용허가제 외국인 채용 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,식사제공(2식),주식회사흥진금속,주형 및 금형 제조업,중소기업,"전북특별자치도   완주군  봉동읍 완주산단2로 256, 흥진금속"
자동차 전장부품 영업 인재 모집합니다.(신입/경력) ,관계없음,,,대졸(2~3년) ~ 대졸(4년),주 5일 근무,5,"연봉 3,200만원 ~ 4,000만원",2666666.0,3333333.0,기간 무정함,,패러데이주식회사,기타 전기 변환장치 제조업,중소기업,인천광역시   부평구  부평대로 283  (청천동)
성실하게 일해주실 사무직직원 모집합니다 ,신입,,,고졸 ~ 대졸(2~3년),주 5일 근무,5,"연봉 3,000만원 이상",2500000.0,,기간 무정함,식사제공(1식),주식회사신원산업,그 외 기타 달리 분류되지 않은 운송장비 제조업,중소기업,경기도   김포시  대곶면 대곶로202번길 124
알루미늄 프로파일 생산 정규직 채용 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,800만원 ~ 3,800만원",3166666.0,3166666.0,기간 무정함,식사제공(2식),주식회사 마스트,그 외 기타 분류 안된 금속 가공 제품 제조업,중소기업,"경기도   평택시  청북읍 고렴길 203, 마스트"
밸브제조업 생산직(조립반) 모집 ,경력 (최소 5년 0 개월 이상) 우대,,60,학력무관,주 5일 근무,5,"연봉 3,243만원 ~ 3,500만원",2702500.0,2916666.0,기간 무정함,통근버스제공 식사제공(2식),(주)태일엠텍,"탭, 밸브 및 유사장치 제조업",중소기업,"부산광역시   사하구  다산로 47, (주)태일엠텍 (다대동)"
"MCT 조작원모집 (주,야2교대 ) ",관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,식사제공(2식),세진테크,그 외 자동차용 신품 부품 제조업,,경상남도   김해시  진례면 고모로324번안길 170
"산업용 자동문, 차고문, 스피드도어, 셔터 설치직 및 A/S 사원모집, 용접가능자 우대, 운전필수 ",관계없음,,,학력무관,주 6일 근무,6,월급 300만원 ~ 350만원,3000000.0,3500000.0,기간 무정함,,재봉산업,유리 및 창호 공사업,,경기도   화성시  봉담읍 수기안길 20
[계약직] 외국인 임원 비서 채용 ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
현관중문 및 창호 시공(공사관리/AS) ,경력 (최소 1년 0 개월 이상) 우대,,12,학력무관,주 5일 근무,5,월급 250만원 ~ 350만원,2500000.0,3500000.0,기간 무정함,기숙사제공 식사제공(1식),(주)지코빌,일반철물 제조업,,경기도   이천시  모가면 진상미로1178번길 114
자동차부품설계 개발 인재 모집합니다.(신입/경력) ,관계없음,,,대졸(2~3년) ~ 대졸(4년),주 5일 근무,5,"연봉 3,200만원 ~ 3,600만원",2666666.0,3000000.0,기간 무정함,,패러데이주식회사,기타 전기 변환장치 제조업,중소기업,인천광역시   부평구  부평대로 283  (청천동)
(주)골든크라운 직원주방 찬모(주방보조) 모집 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,200만원 ~ 3,200만원",2666666.0,2666666.0,기간 무정함,통근버스제공 식사제공(3식),(주)골든크라운,기타 사행시설 관리 및 운영업,중소기업,"대구광역시   수성구  팔현길 212, 20 (만촌동, 호텔인터불고대구)"
주식회사 이나인토픽과 함께할 사무 직원 모십니다. ,관계없음,,,대졸(2~3년) ~ 석사,주 5일 근무,5,월급 220만원 ~ 300만원,2200000.0,3000000.0,기간 무정함,,(주)이나인토픽,시스템 소프트웨어 개발 및 공급업,중소기업,"서울특별시   금천구  가산디지털1로 16, 1226호 (가산동, 에이피타워)"
단순노무자 모집합니다. ,신입,,,학력무관,주 6일 근무,6,"시급 10,000원 ~ 12,000원",1600000.0,1920000.0,기간 무정함,식사제공(1식),한서산업,그 외 기타 달리 분류되지 않은 제품 제조업,중소기업,경상북도   경산시  와촌면 상암길37길 75-27
"회로설계, 개발 인재 모집합니다.(신입/경력) ",관계없음,,,대졸(2~3년) ~ 대졸(4년),주 5일 근무,5,"연봉 3,200만원 ~ 3,800만원",2666666.0,3166666.0,기간 정함,식사제공(1식),패러데이주식회사,기타 전기 변환장치 제조업,중소기업,인천광역시   부평구  부평대로 283  (청천동)
동신금속 프레스 가공원 모집 ,경력 (최소 2년 0 개월 이상) 필수,24,,학력무관,주 5일 근무,5,"시급 10,000원 ~ 15,000원",1600000.0,2400000.0,기간 무정함,식사제공(2식),동신금속,자동차용 금속 압형제품 제조업,중소기업,"경기도   안산시  단원구 진흥로10번길 73, 시화공단5바 624호 (성곡동)"
정미소 단순 생산 보조 모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 240만원 이상,2400000.0,,기간 정함,기숙사제공 식사제공(1식),농업회사법인주식회사고인돌,곡물 도정업,중소기업,"인천광역시   강화군  송해면 강화대로 686, 대성정미소"
생산직 사원 모집합니다 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,식사제공(2식),주식회사 아이더블유오토모티브,자동차 차체용 신품 부품 제조업,중소기업,"경기도   화성시  팔탄면 현대기아로 44-18, 44-18"
"주공컨테이너 (철골,-초보자,경력자) 구합니다! ",경력 (최소 3년 0 개월 이상) 우대,,36,학력무관,주 6일 근무,6,월급 270만원 ~ 400만원,2700000.0,4000000.0,기간 무정함,기숙사제공 식사제공(1식),주공콘테이너,건설 및 채광용 기계장비 제조업,,경기도   평택시  포승읍 서동대로 566
골프장 홀서빙서비스 업무 ,관계없음,,,학력무관,주 6일 근무,6,"연봉 3,050만원 ~ 3,700만원",2541666.0,3083333.0,기간 정함,식사제공(2식),주식회사엠제이코리아,임시 및 일용 인력 공급업,중소기업,"경기도   이천시  모가면 공원로 64, 스프링스 CC"
"생산팀 사원 충원 (후렉소 인쇄, 접착) ",관계없음,,,학력무관,주 5일 근무,5,"연봉 3,600만원 이상",3000000.0,,기간 무정함,식사제공(3식),두보산업(주),골판지 상자 및 가공제품 제조업,중소기업,"경기도   평택시  청북읍 청북중앙로 459, (고잔리 631-15) (고잔리 631-15)"
[2.29 오후 2시/ 소규모채용행사] 편의점용 도시락/김밥/햄버거 등 신선식품제조 생산사원 모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 213만원 ~ 213만원,2130000.0,2130000.0,기간 무정함,통근버스제공 식사제공(1식),(주)파인잡,"면류, 마카로니 및 유사식품 제조업",중소기업,"경기도   남양주시  진접읍 경복대로바람골길 42-175, (주)델리캡"
수리조선소 상가부 단순종사원 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,식사제공(1식),삼화조선소,기타 선박 건조업,,"부산광역시   영도구  대평남로 61, 13 (대평동2가)"
사무관리 및 보조원 구합니다. ,관계없음,,,고졸 ~ 대졸(4년),주 5일 근무,5,월급 207만원 이상,2070000.0,,기간 정함,식사제공(중식비지급),"주식회사 디비엘(DBL Co.,Ltd)",기타 사무지원 서비스업,,"경기도   평택시  진위면 진위2산단로 140, 8층 (더퍼스트타워 평택)"
평택새움터 상담원 (사회복지사 1인) 구인 *호봉제 도입* ,관계없음,,,학력무관,주 5일 근무,5,월급 214만원 이상,2140000.0,,기간 무정함,식사제공(1식),평택새움터,그 외 기타 비거주 복지 서비스업,,"경기도   평택시  탄현로 250  (신장동, 2층)"
현장채용 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 2,500만원 이상",2083333.0,,기간 무정함,기숙사제공 식사제공(1식),송우특장,유압기기 제조업,,경기도   남양주시  진접읍 팔야로 50
"육가공 성형,골발사원모집합니다. (초보자가능) ",관계없음,,,학력무관,주 5일 근무,5,월급 210만원 이상,2100000.0,,기간 무정함,기숙사제공 식사제공(1식),유한회사 평강한돈,육류 포장육 및 냉동육 가공업 (가금류 제외),중소기업,전북특별자치도   군산시  임피면 항쟁로 54
축산물(육가공 ) 생산 및 배송 ,관계없음,,,학력무관,주 6일 근무,6,월급 280만원 이상,2800000.0,,기간 무정함,식사제공(2식),주식회사대흥식품,육류 포장육 및 냉동육 가공업 (가금류 제외),중소기업,"경기도   하남시  하남대로 947, 씨동 905호 (풍산동, 하남테크노밸리 U1 CENTER)"
경리 직원 구합니다 ,경력 (최소 1년 0 개월 이상) 필수,12,,학력무관,주 5일 근무,5,월급 166만원 ~ 170만원,1660000.0,1700000.0,기간 무정함(파트타임),식사제공(1식),주식회사 진성금속산업,도장 및 기타 피막처리업,중소기업,경기도   화성시  양감면 개월안길 90-12
고무 프레스 조작원 모집 ,관계없음,,,학력무관,주 6일 근무,6,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,,민아산업,산업용 그 외 비경화 고무제품 제조업,,부산광역시   사상구  낙동대로1446번길 21  (삼락동)
[중곡동/4등급/여자/오전] 재가 요양보호사 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 12,500원 ~ 12,500원",2000000.0,2000000.0,기간 정함(파트타임),,두리케어,방문 복지서비스 제공업,,"서울특별시   광진구  천호대로109길 7  7, 군자역 인근 주택거주 (중곡동)"
경력자 경리직 및 영업지원 업무 가능하신 분을 모집합니다. ,경력 (최소 3년 0 개월 이상) 우대,,36,학력무관,주 5일 근무,5,"연봉 2,500만원 이상",2083333.0,,기간 무정함,식사제공(1식),주식회사 금강오피스체어,금속 가구 제조업,중소기업,경기도   김포시  하성면 하성로 437
성실한 직원 모집합니다. ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 ~ 12,000원",1577600.0,1920000.0,기간 정함,통근버스제공 식사제공(1식),농업회사법인 온누리 주식회사,과실 및 그 외 채소 절임식품 제조업,,충청북도   충주시  엄정면 세고개로 66  (삼인농업회사법인주식회사)
도울바이오푸드 생산직 직원 모집합니다. ,관계없음,,,학력무관,주 5일 근무,5,월급 210만원 이상,2100000.0,,기간 무정함,식사제공(1식) 자녀학자금지원,도울바이오푸드영농조합법인,기타 곡물 가공품 제조업,중소기업,전라남도   구례군  광의면 매천로 400
외국인 투어(대형버스) ,관계없음,,,학력무관,주 5일 근무,5,월급 230만원 이상,2300000.0,,기간 정함,식사제공(2식),주식회사 태양고속관광,전세버스 운송업,중소기업,"서울특별시   강서구  마곡중앙로 161-8, C동 814호 (마곡동)"
[제조업] 경리/회계 사무원 채용 공고 (경력자) ,경력 (최소 5년 0 개월 이상) 필수,60,,학력무관,주 5일 근무,5,월급 250만원 이상,2500000.0,,기간 무정함,식사제공(1식),주식회사 태광이엔지,산업용 냉장 및 냉동 장비 제조업,중소기업,경기도   포천시  내촌면 금강로2110번길 9
플라스틱 사출관련 관리자 인재를 찾습니다. ,경력 (최소 3년 0 개월 이상) 우대,,36,학력무관,주 5일 근무,5,"연봉 3,600만원 ~ 4,500만원",3000000.0,3750000.0,기간 무정함,기숙사제공 식사제공(1식),광림산업(주),자동차 및 트레일러 제조업,중소기업,"경기도   화성시  팔탄면 신양3길 46, 경기도화성시팔탄면신양3길46  광림산업(주)"
콩나물 공장 단순 노무직원을 구합니다 ,관계없음,,,학력무관,주 6일 근무,6,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,식사제공(1식),주식회사두리원농업회사법인,콩나물 재배업,중소기업,경기도   김포시  대곶면 대명항로205번길 23
초보자도 환영합니다 (특례외국인근로자포함) ,경력 (최소 3년 0 개월 이상) 우대,,36,학력무관,주 6일 근무,6,월급 480만원 ~ 500만원,4800000.0,5000000.0,기간 무정함,기숙사제공 식사제공(3식),(주)명진개발,건설용 석재 채굴 및 쇄석 생산업,중소기업,충청북도   충주시  소태면 구룡로 1298
"생산부사원( 용접,제관) 모집 ",경력 (최소 3년 0 개월 이상) 우대,,36,학력무관,주 5일 근무,5,월급 300만원 이상,3000000.0,,기간 무정함,식사제공(1식),주식회사디엠아이씨,기타 산업용 기계 및 장비 도매업,중소기업,충청남도   천안시  동남구 성남면 성남로 230-16
벼 도정업(제조업) 생산직(외국인채용) ,관계없음,,,학력무관,주 5일 근무,5,월급 210만원 ~ 220만원,2100000.0,2200000.0,기간 무정함,식사제공(1식),주식회사 해빙 농업회사 법인,곡물 도정업,중소기업,전북특별자치도   전주시  덕진구 신성길 149  (화전동)
복층유리 제조관련 생산직 모집 ,관계없음,,,학력무관,주 6일 근무,6,월급 220만원 이상,2200000.0,,기간 무정함,기숙사제공 식사제공(1식),(주)동호유리,그 외 기타 유리제품 제조업,중소기업,경기도   이천시  백사면 이여로 497
PCB 생산직 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,식사제공(2식),(주)블루탑,경성 인쇄회로기판 제조업,중소기업,인천광역시   남동구  남동서로269번길 4
경기도 포천시 가산면에 위치한 이룸산업에서 가구 품질관리 전문 직원분 구인합니다. ,경력 (최소 3년 0 개월 이상) 우대,,36,학력무관,주 5일 근무,5,월급 300만원 ~ 400만원,3000000.0,4000000.0,기간 무정함,식사제공(중식비지급),이룸산업,기타 목재가구 제조업,,경기도   포천시  가산면 정금로473번길 67-69
건설 및 광업 단순 종사원 구합니다.(외국인우대) ,관계없음,,,학력무관,주 6일 근무,6,월급 220만원 ~ 240만원,2200000.0,2400000.0,기간 무정함,기숙사제공 통근버스제공 식사제공(1식),대형환경주식회사,건설 폐기물 처리업,중소기업,"충청남도   논산시  벌곡면 대둔로 1290-23, (벌곡면)"
"수산물,생선까스 가공장 생산직 모집 ",관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,통근버스제공 식사제공(1식),주식회사에스앤에스식품,기타 식품 제조업,중소기업,부산광역시   사하구  다대로1066번길 38  (장림동)
건설현장 단순노무자 모집합니다. ,경력 (최소 10년 0 개월 이상) 필수,120,,학력무관,주 6일 근무,6,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 정함,식사제공(1식),삼지건설 주식회사,종합 건설업,중견기업,부산광역시   사상구  광장로 99  (괘법동)
육가공 생산직 작업자 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,식사제공(1식) 직원대출제도,(주)고향미트,육류 기타 가공 및 저장처리업 (가금류 제외),중소기업,경기도   안산시  상록구 소학1길 6-10  (팔곡이동)
5톤 화물 야간 배송기사님 모집 ,관계없음,,,학력무관,주 6일 근무,6,월급 200만원 ~ 200만원,2000000.0,2000000.0,기간 무정함(파트타임),,대신정기화물안산유통영업소,물류 터미널 운영업,중소기업,"경기도   안산시  단원구 산단로 348, E2동214호 (원곡동)"
생산직 사원 모집 -단순업무 ,관계없음,,,학력무관,주 5일 근무,5,월급 260만원 ~ 280만원,2600000.0,2800000.0,기간 무정함,식사제공(1식),(주)한우리식품,육류 포장육 및 냉동육 가공업 (가금류 제외),중소기업,"경기도   화성시  안녕북길 29-11, (안녕동)"
자동차부품 생산직 모집 ,경력 (최소 1년 0 개월 이상) 필수,12,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,식사제공(1식),주식회사윤진테크백석공장,그 외 자동차용 신품 부품 제조업,,"충청남도   천안시  서북구 백석공단5길 10, (주)윤진테크백석공장 (백석동)"
